3480791770;3655818543497439;Sun Dec 15 17:08:45 +0800 2013; @手机用户3480791770 您若安好、便是晴天！ 我在:http://t.cn/8ka42n8;45.761329;126.66497;黑龙江省哈尔滨市南岗区大成二道街15
1149146480;3655818140685247;Sun Dec 15 17:07:09 +0800 2013;不能再懒惰下去了，要精神 我在:http://t.cn/8kXAFbe;45.748937;126.6554;黑龙江省哈尔滨市南岗区中山路238号1113室
3917213756;3655817478143439;Sun Dec 15 17:04:31 +0800 2013;😘 秀身堂国际新品纤梅饮混合果汁！神奇果汁，一饮就瘦， 一天一瓶，让你健康享“瘦”，每天一支，让你的脂肪无处藏身，瘦腰、瘦四肢、立体塑形，减重、减脂、减尺寸无需任何产品搭配，专业配方，独家销售。秀身堂就是要你瘦，瘦到尖叫！微信咨询1438462333 我在:http://t.cn/8kaUrwV;45.750217;126.667717;黑龙江省哈尔滨市南岗区宣信街15号
1835460555;3655816513045027;Sun Dec 15 17:00:41 +0800 2013;有时候想想其实我也挺他么败家的，改签没坐，上来补了个卧铺，我还真能上去躺着是怎么滴呀！补票都比坐票贵！希望我善待自己有好结果，加油吧！考试很愉快，像替考一样没有压力，再见了，哈尔滨～ 我在:http://t.cn/8kaUlCo;45.759052;126.632484;黑龙江省哈尔滨市南岗区海关街182号
3874078561;3655815317871092;Sun Dec 15 16:55:55 +0800 2013;好想再去厦门！ 我在:http://t.cn/8kaUiPx;45.766731;126.645493;黑龙江省哈尔滨市南岗区一曼街187号
1854084145;3655814176582175;Sun Dec 15 16:51:24 +0800 2013;终于等到你,还好我没放弃,在最好的年纪遇到你... 我在:http://t.cn/zHecDPx;45.763244;126.658195;黑龙江省哈尔滨市南岗区
3176624073;3655813849897231;Sun Dec 15 16:50:07 +0800 2013;不想抽到胸部查体结果还是抽到了[晕] 生活总是有不期而遇的挑战[带着微博去旅行] 庆幸的是每一次都在进步，尽管之前那么紧张，但是一进去之后迅速平静下来有条不紊的完成了查体，每一次都有小进步，我会更努力[给力] 我在这里:http://t.cn/z8A8kvc;45.76747;126.64749;黑龙江省哈尔滨市南岗区
3942595980;3655813933550663;Sun Dec 15 16:50:25 +0800 2013;当前哈尔滨晴，-15℃，东风1级，湿度68%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5;45.758334;126.641474;黑龙江省哈尔滨市南岗区颐园街2号香港华融饭店B1层
2695520985;3655813379392600;Sun Dec 15 16:48:13 +0800 2013;最近总失眠！ 我在这里:http://t.cn/z8sF8r2;45.76369;126.62614;黑龙江省哈尔滨市道里区
1842183113;3655812880676443;Sun Dec 15 16:46:15 +0800 2013;订单号1311151770954.电视到了，1312051836435.挂件还没到，能不能快点，你家物流真是慢死@乐视TV @乐视客服团长 @贾跃亭 我在:http://t.cn/8kaye5m;45.754968;126.667132;黑龙江省哈尔滨市南岗区
3891505115;3655812612384922;Sun Dec 15 16:45:09 +0800 2013;我也好久没去酒吧了， 我在#俄罗斯酒吧# http://t.cn/zHDIEBK;45.76768;126.62747;黑龙江省哈尔滨市道里区
2602515995;3655812570740821;Sun Dec 15 16:45:01 +0800 2013;十万火急 三个学生于12月1日下午在伊春五营区一起失踪 至今未归 希望好心人能多多关注 多多转发 如有发现者请用您手机照个像 发来必有重谢联系电话13311551597 我在:http://t.cn/zHecDPx;45.763244;126.658195;黑龙江省哈尔滨市南岗区
2732435725;3655812755321227;Sun Dec 15 16:45:45 +0800 2013;都别问我考的怎么样 我怕吓死你们 我在:http://t.cn/8kayduW;45.772678;126.645157;黑龙江省哈尔滨市道外区
2602515995;3655812448781453;Sun Dec 15 16:44:32 +0800 2013;十万火急 三个学生于12月1日下午在伊春五营区一起失踪 至今未归 希望好心人能多多关注 多多转发 如有发现者请用您手机照个像 发来必有重谢 我在:http://t.cn/zHeJNwZ;45.763244;126.658203;黑龙江省哈尔滨市南岗区
2476072715;3655812226104011;Sun Dec 15 16:43:39 +0800 2013;我特么对中行出题的人已经无力吐槽了   傻逼  天下文章一大抄   抄是中华民族的传统美德是不  你特么敢抄的有点技术含量么 我在:http://t.cn/8kaymcq;45.762671;126.669873;黑龙江省哈尔滨市南岗区马端街109
2117879781;3655812096067812;Sun Dec 15 16:43:08 +0800 2013;刚才看到只流浪狗，勾着一只腿小心翼翼的挪着步子过马路，走一步退几步，不由得蹲下去想抱着它过去，可我张开双手它却匆忙逃离。。。顿时心生凉意，它一定经历过棍棒或者追撵，没有任何一个生命是天生带着恐惧的，请那些比它强大的人们善待它们，很可能有一窝小狗仔等着它。。。;45.758956;126.64154;黑龙江省哈尔滨市南岗区颐园街2号香港华融饭店B1层
2255227903;3655812222516223;Sun Dec 15 16:43:38 +0800 2013;[鼓掌][鼓掌][鼓掌]终于来喽[太开心][太开心][太开心] 我在:http://t.cn/8kaym5W;45.745964;126.652374;黑龙江省哈尔滨市南岗区文平街35号
3499238874;3655811995394088;Sun Dec 15 16:42:44 +0800 2013;"我是父母的骄傲！"加油 我在:http://t.cn/zHecDPx;45.763244;126.658195;黑龙江省哈尔滨市南岗区
1103454573;3655811471619989;Sun Dec 15 16:40:38 +0800 2013;刚刚用传说中的#抢机神器小米商城#预约了红米手机开放购买，@红米手机 便宜、好用才是王道，这个价位还能有如此的性能，确实 #我爱红米手机# ！http://t.cn/Si8qJv 我在:http://t.cn/8kayjcm;45.747471;126.665504;黑龙江省哈尔滨市南岗区宣化街46
3178500593;3655811324235512;Sun Dec 15 16:40:04 +0800 2013;吃完这些巧克力会不会让自己开心一点呢，在家里躺了两天，脑袋里一片空白，想你，可是一想到心就会疼，我这样的用真心对你，到底有什么用，你还是一次一次的骗我 我在:http://t.cn/8kayWhr;45.750193;126.656465;黑龙江省哈尔滨市南岗区
3499238874;3655811441885567;Sun Dec 15 16:40:32 +0800 2013;"我是最优秀的！"加油 我在:http://t.cn/zHeILDP;45.763244;126.65818;黑龙江省哈尔滨市南岗区
2393889741;3655809546362174;Sun Dec 15 16:33:01 +0800 2013;哈尔滨人民太热情了，还专门给我准备了欢迎词 我在:http://t.cn/8kayqvu;45.759033;126.632042;黑龙江省哈尔滨市南岗区海关街182号
2415157385;3655809609290913;Sun Dec 15 16:33:16 +0800 2013;我很知足 我们都很幸福* 我在这里:http://t.cn/z8Ap786;45.768764;126.627541;黑龙江省哈尔滨市道里区兆麟街71号
3190023495;3655808774061943;Sun Dec 15 16:29:55 +0800 2013;▾ 我还是一样地爱着你，不管多少人劝我放弃。 我在:http://t.cn/8kayhsk;45.749794;126.632317;黑龙江省哈尔滨市南岗区西大直街90
3867761526;3655808627852781;Sun Dec 15 16:29:21 +0800 2013;新款棉鞋正品奇迪坡跟高跟翻毛时尚及踝潮靴韩版女短靴子冬7583 http://t.cn/8kayvpC 我在:http://t.cn/8kayvNf;45.764099;126.654013;黑龙江省哈尔滨市南岗区花园街235号
3135595165;3655808535422041;Sun Dec 15 16:28:59 +0800 2013;现在人和人之间的矛盾，主要是来源于有那么一拨人，惯于用圣人的标准衡量别人，用贱人的标准要求自己。「转自微博：思想聚焦」 我在:http://t.cn/8kaLFkm;45.759422;126.642723;黑龙江省哈尔滨市南岗区颐园街1号
3645374847;3655808099510650;Sun Dec 15 16:27:15 +0800 2013;亲，大家好 我在:http://t.cn/zHsUZAG;45.763225;126.65818;黑龙江省哈尔滨市南岗区
1818761581;3655807834880894;Sun Dec 15 16:26:12 +0800 2013;我什么时候才能离开这啊。不要让我讨厌的时候离开，念想很重要 我在:http://t.cn/zHeJy2S;45.763233;126.65818;黑龙江省哈尔滨市南岗区
3834673827;3655807792932280;Sun Dec 15 16:26:02 +0800 2013;即将踏上回家的列车[求关注] 我在这里:http://t.cn/z82r2NE;45.75915;126.63236;黑龙江省哈尔滨市南岗区海关街182号
3606924212;3655807600270573;Sun Dec 15 16:25:15 +0800 2013;春节家有猫狗需要寄养我家可以寄养，本人喜欢猫狗家里还有小狗小猫个一只，寄养的猫狗可以按主人的要求去做，有要寄养的加我的QQ号2398655944 我在:http://t.cn/8kaLRbu;45.765048;126.651344;黑龙江省哈尔滨市南岗区
2724485797;3655807444548359;Sun Dec 15 16:24:39 +0800 2013;又上学了。 我在:http://t.cn/8kaLHBj;45.759109;126.634453;黑龙江省哈尔滨市南岗区春申街28号
2168751197;3655807013477402;Sun Dec 15 16:22:54 +0800 2013;我明白了。我明白了。原来是你。 我在:http://t.cn/8kaLOvm;45.767872;126.653183;黑龙江省哈尔滨市南岗区邮政街52
1921521070;3655806807399568;Sun Dec 15 16:22:06 +0800 2013;25天！熬过去，OK！ 我在:http://t.cn/zRbKPjk;45.76808929;126.64839172;黑龙江省哈尔滨市南岗区
3934529959;3655806677146317;Sun Dec 15 16:21:35 +0800 2013;心被伤的透透的了，你究竟置我于何地？我的世界，只有两种关系。要么是朋友，要么不是，没有大面过得去那种说法。我们，就这样吧！累了！ 我在:http://t.cn/8kaLKl6;45.770412;126.62899;黑龙江省哈尔滨市道里区地段街93
2851246465;3655805607452057;Sun Dec 15 16:17:21 +0800 2013;哈爾濱大糖葫蘆15一根,[爱你]@Nicoo大叔 @麻烦大咯 @亚洲帅哥精选 @小Lee皇叔MoMoX @铁路小师弟 @雪峰文艺小青年 @男色呓语 @柔情似水健身猛男 @1男0色6部9落 @治愈大叔 @我是性感肌肉男 @星探弟弟 @我是性感肌肉男 @铁蛋99 @特攻1069 @帅帅圈 @男男OOXX那点事 @某地区爷们 @攻乙;45.749672;126.654579;黑龙江省哈尔滨市南岗区中山路238号1113室
1840998995;3655805125562112;Sun Dec 15 16:15:24 +0800 2013;不常见的巧克力色泰迪…和我玩的很嗨… 我在这里:http://t.cn/z8ANMLa;45.76046;126.63567;黑龙江省哈尔滨市南岗区红军街85号
1803991563;3655804572046148;Sun Dec 15 16:13:14 +0800 2013;💒💒✨圣索菲亚大教堂，来到这里突然就变神圣了呢，太美丽忘记了寒冷⛄心里只有…满满的祈愿🙏💓飞翔吧～可爱的鸽子们🐦🐤⛅💕 我在:http://t.cn/8ka2Fuy;45.763863;126.625839;黑龙江省哈尔滨市道里区
1823571123;3655804265790094;Sun Dec 15 16:12:01 +0800 2013;萌萌  帅帅的………… 我在:http://t.cn/8ka2gM8;45.767124;126.653859;黑龙江省哈尔滨市南岗区辽阳街45
3205210262;3655804118952251;Sun Dec 15 16:11:24 +0800 2013;整天跟我妈生气，好好吃饭好好吃饭！[怒] 我在:http://t.cn/8ka2r7g;45.760747;126.642488;黑龙江省哈尔滨市南岗区建设街101号
2245399891;3655803414398754;Sun Dec 15 16:08:37 +0800 2013;#辣妈大赛#我妈妈才是最美的，美过了我[嘻嘻] http://t.cn/8kXhhU5 我在这里:http://t.cn/z8AT5py;45.762297;126.63621;黑龙江省哈尔滨市南岗区
1223213875;3655802731090729;Sun Dec 15 16:05:54 +0800 2013;南岗松雷这个快乐柠檬一定是来报复社会的，只要你们想到的，它都没材料，木有鱼丸，木有粗面。我还自投罗网的团了个购，十块钱儿两杯的结果就是撒我一身[抓狂] 我在:http://t.cn/8ka2cSl;45.748689;126.651535;黑龙江省哈尔滨市南岗区
2011065350;3655802373719933;Sun Dec 15 16:04:30 +0800 2013;如果听到一首好听的歌我一定会一口气听腻它……找首好听的歌真是太难了…… 我在这里:http://t.cn/z8Arnmv;45.747398376;126.63063812;黑龙江省哈尔滨市南岗区松花江街139
1834213063;3655802336732075;Sun Dec 15 16:04:21 +0800 2013;只是希望能有那份纯真的东西在这浑浊的人间。 我在:http://t.cn/8kt638l;45.765532;126.64846;黑龙江省哈尔滨市南岗区
1783054990;3655802382336842;Sun Dec 15 16:04:31 +0800 2013;墨迹了一下午论文还没写完的感觉真是五味杂陈难以言表。。。。（专教暖气停了真是。。。冷死了 我在这里:http://t.cn/z8LIzcu;45.75259;126.637542;黑龙江省哈尔滨市南岗区
1223213875;3655801791341532;Sun Dec 15 16:02:11 +0800 2013;吃起来一般，但是看起来确实确实不错啊[哼] 我在:http://t.cn/8ka2cSl;45.748689;126.651535;黑龙江省哈尔滨市南岗区
2508535813;3655801606288989;Sun Dec 15 16:01:27 +0800 2013;这宾馆小复试太可爱了… 我在:http://t.cn/8ka2qsz;45.762779;126.66848;黑龙江省哈尔滨市南岗区
1803991563;3655801321479749;Sun Dec 15 16:00:19 +0800 2013;一级准备🔴二级准备🔴🔴三级准备🔴🔴🔴准备完毕🙋起飞～～～🚀🚀🔥💨哈哈哈哈哈哈哈[呲牙][呲牙] 我在:http://t.cn/8ka24Ge;45.763756;126.625908;黑龙江省哈尔滨市道里区
